flags,utterance,category,intent,Column1,Column2
BM,I want to report payment issues,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I want to report payment issues

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want to report payment issues

Category: PAYMENT

<|endoftext|>"
BM,help me solving issues with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help me solving issues with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me solving issues with payments

Category: PAYMENT

<|endoftext|>"
BKM,reporting issues with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: reporting issues with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: reporting issues with payment

Category: PAYMENT

<|endoftext|>"
B,I need help to solve a payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I need help to solve a payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need help to solve a payment issue

Category: PAYMENT

<|endoftext|>"
BE,I do not know how I can report a payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I do not know how I can report a payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I do not know how I can report a payment issue

Category: PAYMENT

<|endoftext|>"
B,help me to solve a payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help me to solve a payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me to solve a payment issue

Category: PAYMENT

<|endoftext|>"
BM,I want help solving payment issues,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I want help solving payment issues

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want help solving payment issues

Category: PAYMENT

<|endoftext|>"
BIM,is it possible to report issues with payment?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: is it possible to report issues with payment?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: is it possible to report issues with payment?

Category: PAYMENT

<|endoftext|>"
BM,I need assistance solving payment issues,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I need assistance solving payment issues

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need assistance solving payment issues

Category: PAYMENT

<|endoftext|>"
BM,assistance to report payment issues,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: assistance to report payment issues

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: assistance to report payment issues

Category: PAYMENT

<|endoftext|>"
BI,is it possible to report an issue with payment?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: is it possible to report an issue with payment?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: is it possible to report an issue with payment?

Category: PAYMENT

<|endoftext|>"
BM,assistance reporting payment issues,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: assistance reporting payment issues

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: assistance reporting payment issues

Category: PAYMENT

<|endoftext|>"
B,I have to report an issue with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I have to report an issue with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I have to report an issue with payment

Category: PAYMENT

<|endoftext|>"
BIM,can you help me report an issue with payments?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: can you help me report an issue with payments?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you help me report an issue with payments?

Category: PAYMENT

<|endoftext|>"
BM,I don't know how I can report an issue with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I don't know how I can report an issue with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I don't know how I can report an issue with payments

Category: PAYMENT

<|endoftext|>"
BIMP,could you help me solve issues with payments?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: could you help me solve issues with payments?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could you help me solve issues with payments?

Category: PAYMENT

<|endoftext|>"
BM,I need help to solve payment issues,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I need help to solve payment issues

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need help to solve payment issues

Category: PAYMENT

<|endoftext|>"
BM,I don't know what I have to do to report issues with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I don't know what I have to do to report issues with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I don't know what I have to do to report issues with payment

Category: PAYMENT

<|endoftext|>"
BM,help me solve issues with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help me solve issues with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me solve issues with payments

Category: PAYMENT

<|endoftext|>"
BIM,can you help me solve payment issues?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: can you help me solve payment issues?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you help me solve payment issues?

Category: PAYMENT

<|endoftext|>"
BIM,what do I need to do to report payment issues?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: what do I need to do to report payment issues?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: what do I need to do to report payment issues?

Category: PAYMENT

<|endoftext|>"
BIMP,could you help me solve payment issues?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: could you help me solve payment issues?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could you help me solve payment issues?

Category: PAYMENT

<|endoftext|>"
BM,I want assistance to solve issues with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I want assistance to solve issues with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want assistance to solve issues with payment

Category: PAYMENT

<|endoftext|>"
BIMP,where could I report an issue with payments?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: where could I report an issue with payments?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: where could I report an issue with payments?

Category: PAYMENT

<|endoftext|>"
BM,help me to report issues with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help me to report issues with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me to report issues with payment

Category: PAYMENT

<|endoftext|>"
BI,where can I report an issue with payment?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: where can I report an issue with payment?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: where can I report an issue with payment?

Category: PAYMENT

<|endoftext|>"
BIM,can you help me to solve issues with payments?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: can you help me to solve issues with payments?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you help me to solve issues with payments?

Category: PAYMENT

<|endoftext|>"
BIM,how to report payment issues?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: how to report payment issues?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how to report payment issues?

Category: PAYMENT

<|endoftext|>"
BIMP,could you help me solve issues with payment?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: could you help me solve issues with payment?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could you help me solve issues with payment?

Category: PAYMENT

<|endoftext|>"
BM,I want help solving issues with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I want help solving issues with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want help solving issues with payments

Category: PAYMENT

<|endoftext|>"
BIP,could you help me reporting an issue with payment?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: could you help me reporting an issue with payment?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could you help me reporting an issue with payment?

Category: PAYMENT

<|endoftext|>"
B,I don't know what to do to report an issue with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I don't know what to do to report an issue with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I don't know what to do to report an issue with payment

Category: PAYMENT

<|endoftext|>"
BKM,reporting issues with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: reporting issues with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: reporting issues with payments

Category: PAYMENT

<|endoftext|>"
BK,reporting payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: reporting payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: reporting payment issue

Category: PAYMENT

<|endoftext|>"
B,help me solve an issue with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help me solve an issue with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me solve an issue with payment

Category: PAYMENT

<|endoftext|>"
BKM,payment issues,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: payment issues

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: payment issues

Category: PAYMENT

<|endoftext|>"
B,I want assistance reporting an issue with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I want assistance reporting an issue with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want assistance reporting an issue with payment

Category: PAYMENT

<|endoftext|>"
B,help solving an issue with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help solving an issue with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help solving an issue with payment

Category: PAYMENT

<|endoftext|>"
B,help me solving a payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help me solving a payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me solving a payment issue

Category: PAYMENT

<|endoftext|>"
B,I don't know what I need to do to report a payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I don't know what I need to do to report a payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I don't know what I need to do to report a payment issue

Category: PAYMENT

<|endoftext|>"
BM,I try to report payment issues,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I try to report payment issues

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I try to report payment issues

Category: PAYMENT

<|endoftext|>"
BM,help to solve payment issues,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help to solve payment issues

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help to solve payment issues

Category: PAYMENT

<|endoftext|>"
BM,help to report payment issues,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help to report payment issues

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help to report payment issues

Category: PAYMENT

<|endoftext|>"
BI,can you help me solve an issue with payment?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: can you help me solve an issue with payment?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you help me solve an issue with payment?

Category: PAYMENT

<|endoftext|>"
BIM,can you help me reporting payment issues?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: can you help me reporting payment issues?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you help me reporting payment issues?

Category: PAYMENT

<|endoftext|>"
BIM,how to report an issue with payments?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: how to report an issue with payments?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how to report an issue with payments?

Category: PAYMENT

<|endoftext|>"
BKM,help with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help with payments

Category: PAYMENT

<|endoftext|>"
BM,I want assistance reporting issues with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I want assistance reporting issues with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want assistance reporting issues with payments

Category: PAYMENT

<|endoftext|>"
BM,I need help solving issues with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I need help solving issues with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need help solving issues with payments

Category: PAYMENT

<|endoftext|>"
BK,reporting issue with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: reporting issue with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: reporting issue with payment

Category: PAYMENT

<|endoftext|>"
BM,I want assistance to report an issue with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I want assistance to report an issue with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want assistance to report an issue with payments

Category: PAYMENT

<|endoftext|>"
B,solve an issue with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: solve an issue with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: solve an issue with payment

Category: PAYMENT

<|endoftext|>"
B,solve a payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: solve a payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: solve a payment issue

Category: PAYMENT

<|endoftext|>"
BIM,how to report issues with payments?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: how to report issues with payments?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how to report issues with payments?

Category: PAYMENT

<|endoftext|>"
BIM,what do I need to do to report issues with payment?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: what do I need to do to report issues with payment?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: what do I need to do to report issues with payment?

Category: PAYMENT

<|endoftext|>"
BM,solve payment issues,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: solve payment issues

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: solve payment issues

Category: PAYMENT

<|endoftext|>"
BIMP,could you help me reporting issues with payments?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: could you help me reporting issues with payments?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could you help me reporting issues with payments?

Category: PAYMENT

<|endoftext|>"
B,help solving a payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help solving a payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help solving a payment issue

Category: PAYMENT

<|endoftext|>"
BIM,can you help me solving an issue with payments?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: can you help me solving an issue with payments?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you help me solving an issue with payments?

Category: PAYMENT

<|endoftext|>"
B,I need help to solve an issue with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I need help to solve an issue with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need help to solve an issue with payment

Category: PAYMENT

<|endoftext|>"
BIP,could you help me solving a payment issue?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: could you help me solving a payment issue?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could you help me solving a payment issue?

Category: PAYMENT

<|endoftext|>"
BIP,how could I report an issue with payment?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: how could I report an issue with payment?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how could I report an issue with payment?

Category: PAYMENT

<|endoftext|>"
B,I want assistance solving an issue with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I want assistance solving an issue with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want assistance solving an issue with payment

Category: PAYMENT

<|endoftext|>"
BM,I need assistance to solve an issue with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I need assistance to solve an issue with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need assistance to solve an issue with payments

Category: PAYMENT

<|endoftext|>"
BI,can you help me solving an issue with payment?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: can you help me solving an issue with payment?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you help me solving an issue with payment?

Category: PAYMENT

<|endoftext|>"
BM,I need to report issues with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I need to report issues with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need to report issues with payment

Category: PAYMENT

<|endoftext|>"
B,I need assistance reporting a payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I need assistance reporting a payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need assistance reporting a payment issue

Category: PAYMENT

<|endoftext|>"
BM,I want assistance solving issues with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I want assistance solving issues with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want assistance solving issues with payment

Category: PAYMENT

<|endoftext|>"
B,help me solving an issue with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help me solving an issue with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me solving an issue with payment

Category: PAYMENT

<|endoftext|>"
BIP,could you help me to report a payment issue?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: could you help me to report a payment issue?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could you help me to report a payment issue?

Category: PAYMENT

<|endoftext|>"
BIMP,could you help me solving issues with payment?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: could you help me solving issues with payment?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could you help me solving issues with payment?

Category: PAYMENT

<|endoftext|>"
BM,I want assistance to solve payment issues,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I want assistance to solve payment issues

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want assistance to solve payment issues

Category: PAYMENT

<|endoftext|>"
BM,I want assistance to report issues with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I want assistance to report issues with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want assistance to report issues with payment

Category: PAYMENT

<|endoftext|>"
BM,assistance to solve issues with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: assistance to solve issues with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: assistance to solve issues with payment

Category: PAYMENT

<|endoftext|>"
BI,what do I have to do to report an issue with payment?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: what do I have to do to report an issue with payment?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: what do I have to do to report an issue with payment?

Category: PAYMENT

<|endoftext|>"
BI,where to report a payment issue?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: where to report a payment issue?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: where to report a payment issue?

Category: PAYMENT

<|endoftext|>"
BM,I want help to report issues with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I want help to report issues with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want help to report issues with payments

Category: PAYMENT

<|endoftext|>"
B,assistance to solve a payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: assistance to solve a payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: assistance to solve a payment issue

Category: PAYMENT

<|endoftext|>"
BEM,I do not know what to do to report payment issues,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I do not know what to do to report payment issues

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I do not know what to do to report payment issues

Category: PAYMENT

<|endoftext|>"
BM,assistance solving an issue with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: assistance solving an issue with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: assistance solving an issue with payments

Category: PAYMENT

<|endoftext|>"
BM,help me to solve an issue with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help me to solve an issue with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me to solve an issue with payments

Category: PAYMENT

<|endoftext|>"
BM,help me to solve issues with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help me to solve issues with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me to solve issues with payment

Category: PAYMENT

<|endoftext|>"
BIMP,could you help me report an issue with payments?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: could you help me report an issue with payments?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could you help me report an issue with payments?

Category: PAYMENT

<|endoftext|>"
B,I need help reporting an issue with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I need help reporting an issue with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need help reporting an issue with payment

Category: PAYMENT

<|endoftext|>"
BEM,I do not know how to report payment issues,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I do not know how to report payment issues

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I do not know how to report payment issues

Category: PAYMENT

<|endoftext|>"
BIM,where do I report payment issues?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: where do I report payment issues?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: where do I report payment issues?

Category: PAYMENT

<|endoftext|>"
BK,help regarding payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help regarding payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help regarding payment

Category: PAYMENT

<|endoftext|>"
BIM,is it possible to report issues with payments?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: is it possible to report issues with payments?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: is it possible to report issues with payments?

Category: PAYMENT

<|endoftext|>"
BM,I need assistance reporting issues with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I need assistance reporting issues with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need assistance reporting issues with payments

Category: PAYMENT

<|endoftext|>"
BM,I want help reporting issues with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I want help reporting issues with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want help reporting issues with payments

Category: PAYMENT

<|endoftext|>"
BK,help with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help with payment

Category: PAYMENT

<|endoftext|>"
BM,I don't know what to do to report an issue with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I don't know what to do to report an issue with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I don't know what to do to report an issue with payments

Category: PAYMENT

<|endoftext|>"
BP,I don't know how I could report a payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I don't know how I could report a payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I don't know how I could report a payment issue

Category: PAYMENT

<|endoftext|>"
BIM,how do I report payment issues?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: how do I report payment issues?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how do I report payment issues?

Category: PAYMENT

<|endoftext|>"
BIMP,how could I report an issue with payments?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: how could I report an issue with payments?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how could I report an issue with payments?

Category: PAYMENT

<|endoftext|>"
BIM,can you help me report issues with payments?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: can you help me report issues with payments?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you help me report issues with payments?

Category: PAYMENT

<|endoftext|>"
BK,payment help,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: payment help

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: payment help

Category: PAYMENT

<|endoftext|>"
BM,I have got to report an issue with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I have got to report an issue with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I have got to report an issue with payments

Category: PAYMENT

<|endoftext|>"
BM,I have to report payment issues,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I have to report payment issues

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I have to report payment issues

Category: PAYMENT

<|endoftext|>"
BM,help me to report an issue with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help me to report an issue with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me to report an issue with payments

Category: PAYMENT

<|endoftext|>"
BEM,I do not know how I can report issues with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I do not know how I can report issues with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I do not know how I can report issues with payment

Category: PAYMENT

<|endoftext|>"
BIMP,how could I report issues with payment?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: how could I report issues with payment?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how could I report issues with payment?

Category: PAYMENT

<|endoftext|>"
BEP,I do not know how I could report a payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I do not know how I could report a payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I do not know how I could report a payment issue

Category: PAYMENT

<|endoftext|>"
BM,help to solve issues with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help to solve issues with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help to solve issues with payments

Category: PAYMENT

<|endoftext|>"
